bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode,purchase_price,profit,year,month,quarter,day
BILL002716,2025-10-26,502,150,5,89,50,22.25,417.25,Cash,66,115,2025,October,4,Sunday
BILL002717,2025-12-20,82,127,1,403,30,20.15,393.15,Card,278,125,2025,December,4,Saturday
BILL002718,2025-08-19,80,192,2,475,10,0.0,940.0,UPI,364,222,2025,August,3,Tuesday
BILL002719,2025-03-22,857,220,3,164,0,24.6,516.6,Card,128,108,2025,March,1,Saturday
BILL002720,2025-12-04,543,221,5,167,20,150.3,965.3,Card,38,645,2025,December,4,Thursday
BILL002721,2025-02-06,898,174,2,383,50,137.88,853.88,Cash,364,38,2025,February,1,Thursday
BILL002722,2025-06-20,989,232,4,148,10,0.0,582.0,Cash,27,484,2025,June,2,Friday
BILL002723,2025-08-27,544,205,1,126,10,6.3,122.3,Cash,54,72,2025,August,3,Wednesday
BILL002724,2026-01-01,298,95,3,272,50,40.8,806.8,Card,174,294,2026,January,1,Thursday
BILL002725,2025-11-08,198,124,2,414,0,0.0,828.0,UPI,377,74,2025,November,4,Saturday
BILL002726,2025-03-31,425,221,3,167,10,90.18,581.18,Cash,38,387,2025,March,1,Monday
BILL002727,2025-06-25,366,133,4,270,10,0.0,1070.0,UPI,197,292,2025,June,2,Wednesday
BILL002728,2025-12-08,696,235,5,183,30,45.75,930.75,Cash,91,460,2025,December,4,Monday
BILL002729,2025-01-30,217,7,2,63,30,22.68,118.68,Cash,21,84,2025,January,1,Thursday
BILL002730,2025-04-10,667,180,2,189,10,0.0,368.0,UPI,52,274,2025,April,2,Thursday
BILL002731,2025-06-21,568,63,4,321,10,231.12,1505.12,Cash,305,64,2025,June,2,Saturday
BILL002732,2025-02-06,147,86,1,271,0,32.52,303.52,UPI,132,139,2025,February,1,Thursday
BILL002733,2025-07-12,386,26,3,445,30,0.0,1305.0,UPI,392,159,2025,July,3,Saturday
BILL002734,2025-05-23,366,93,3,353,10,52.95,1101.95,Card,251,306,2025,May,2,Friday
BILL002735,2025-06-27,77,99,5,111,50,27.75,532.75,UPI,33,390,2025,June,2,Friday
BILL002736,2025-09-01,262,34,2,311,20,74.64,676.64,Card,300,22,2025,September,3,Monday
BILL002737,2025-12-16,864,71,5,404,10,0.0,2010.0,Cash,297,535,2025,December,4,Tuesday
BILL002738,2025-08-13,107,215,5,406,20,365.4,2375.4,Card,298,540,2025,August,3,Wednesday
BILL002739,2025-07-31,807,120,1,345,0,62.1,407.1,Card,254,91,2025,July,3,Thursday
BILL002740,2025-05-02,891,221,1,167,0,30.06,197.06,Cash,38,129,2025,May,2,Friday
BILL002741,2025-09-24,636,66,1,161,10,28.98,179.98,UPI,103,58,2025,September,3,Wednesday
BILL002742,2025-07-16,165,52,4,76,20,15.2,299.2,UPI,62,56,2025,July,3,Wednesday
BILL002743,2025-08-30,424,177,4,410,20,0.0,1620.0,Card,305,420,2025,August,3,Saturday
BILL002744,2025-12-12,602,16,1,410,10,49.2,449.2,UPI,307,103,2025,December,4,Friday
BILL002745,2025-01-18,91,183,5,513,0,307.8,2872.8,Card,395,590,2025,January,1,Saturday
BILL002746,2025-07-29,686,155,1,281,0,50.58,331.58,Card,146,135,2025,July,3,Tuesday
BILL002747,2025-11-01,263,147,1,293,50,14.65,257.65,Card,144,149,2025,November,4,Saturday
BILL002748,2025-06-24,61,40,2,212,10,76.32,490.32,Card,152,120,2025,June,2,Tuesday
BILL002749,2025-09-15,714,231,2,397,10,142.92,926.92,Cash,386,22,2025,September,3,Monday
BILL002750,2025-12-19,218,81,5,415,0,0.0,2075.0,UPI,318,485,2025,December,4,Friday
BILL002751,2025-06-27,117,173,4,167,10,120.24,778.24,UPI,66,404,2025,June,2,Friday
BILL002752,2025-08-24,607,141,4,271,10,54.2,1128.2,Card,193,312,2025,August,3,Sunday
BILL002753,2025-04-20,975,38,5,479,50,119.75,2464.75,Cash,376,515,2025,April,2,Sunday
BILL002754,2025-10-10,265,63,5,321,10,288.9,1883.9,Card,305,80,2025,October,4,Friday
BILL002755,2025-06-30,893,4,4,262,0,188.64,1236.64,Card,246,64,2025,June,2,Monday
BILL002756,2025-11-23,782,160,5,283,0,254.7,1669.7,UPI,257,130,2025,November,4,Sunday
BILL002757,2025-06-14,943,220,1,164,30,8.2,142.2,Card,128,36,2025,June,2,Saturday
BILL002758,2025-07-18,347,219,4,450,10,90.0,1880.0,Cash,318,528,2025,July,3,Friday
BILL002759,2025-05-03,944,67,3,350,10,0.0,1040.0,Cash,202,444,2025,May,2,Saturday
BILL002760,2025-10-04,727,19,3,380,0,0.0,1140.0,Cash,364,48,2025,October,4,Saturday
BILL002761,2025-09-22,458,239,3,254,30,0.0,732.0,Card,187,201,2025,September,3,Monday
BILL002762,2025-02-05,295,156,2,314,0,75.36,703.36,UPI,171,286,2025,February,1,Wednesday
BILL002763,2025-07-17,665,110,2,161,20,16.1,318.1,Cash,32,258,2025,July,3,Thursday
BILL002764,2025-05-18,275,136,2,64,30,6.4,104.4,Cash,51,26,2025,May,2,Sunday
BILL002765,2025-03-21,521,159,1,77,0,13.86,90.86,Card,30,47,2025,March,1,Friday
BILL002766,2025-03-13,617,77,3,200,20,30.0,610.0,Card,189,33,2025,March,1,Thursday
BILL002767,2025-05-15,434,86,2,271,10,65.04,597.04,Card,132,278,2025,May,2,Thursday
BILL002768,2025-07-25,259,151,2,304,30,109.44,687.44,UPI,174,260,2025,July,3,Friday
BILL002769,2025-11-03,786,205,4,126,50,25.2,479.2,Cash,54,288,2025,November,4,Monday
BILL002770,2025-08-19,922,41,5,391,50,97.75,2002.75,UPI,323,340,2025,August,3,Tuesday
BILL002771,2025-12-04,17,62,3,322,50,173.88,1089.88,UPI,280,126,2025,December,4,Thursday
BILL002772,2025-08-26,358,35,2,158,30,56.88,342.88,UPI,90,136,2025,August,3,Tuesday
BILL002773,2025-07-31,7,57,1,318,10,15.9,323.9,UPI,174,144,2025,July,3,Thursday
BILL002774,2025-10-21,172,68,2,424,30,0.0,818.0,Cash,352,144,2025,October,4,Tuesday
BILL002775,2025-05-02,593,68,4,424,0,0.0,1696.0,Card,352,288,2025,May,2,Friday
BILL002776,2025-10-18,218,165,5,244,30,61.0,1251.0,UPI,203,205,2025,October,4,Saturday
BILL002777,2025-12-24,565,88,1,104,30,18.72,92.72,UPI,77,27,2025,December,4,Wednesday
BILL002778,2025-11-21,184,107,4,198,0,39.6,831.6,UPI,117,324,2025,November,4,Friday
BILL002779,2025-10-17,881,165,2,244,50,24.4,462.4,Card,203,82,2025,October,4,Friday
BILL002780,2025-10-16,752,212,2,285,30,68.4,608.4,UPI,239,92,2025,October,4,Thursday
BILL002781,2025-04-16,304,28,5,105,20,63.0,568.0,Card,58,235,2025,April,2,Wednesday
BILL002782,2025-10-31,299,206,3,440,30,0.0,1290.0,Cash,298,426,2025,October,4,Friday
BILL002783,2025-05-28,714,67,1,350,0,0.0,350.0,Card,202,148,2025,May,2,Wednesday
BILL002784,2025-03-29,945,97,1,473,20,85.14,538.14,Card,399,74,2025,March,1,Saturday
BILL002785,2025-10-27,209,219,3,450,10,67.5,1407.5,Card,318,396,2025,October,4,Monday
BILL002786,2025-02-23,283,169,5,254,0,0.0,1270.0,Cash,179,375,2025,February,1,Sunday
BILL002787,2025-12-25,798,70,4,420,30,0.0,1650.0,Cash,330,360,2025,December,4,Thursday
BILL002788,2025-11-27,208,126,4,219,20,0.0,856.0,UPI,196,92,2025,November,4,Thursday
BILL002789,2025-08-26,545,227,4,193,0,38.6,810.6,Cash,180,52,2025,August,3,Tuesday
BILL002790,2025-01-14,774,109,5,379,30,341.1,2206.1,Card,239,700,2025,January,1,Tuesday
BILL002791,2025-04-12,720,152,2,259,50,0.0,468.0,Cash,134,250,2025,April,2,Saturday
BILL002792,2025-06-24,395,213,3,109,0,0.0,327.0,Card,23,258,2025,June,2,Tuesday
BILL002793,2025-09-18,434,131,3,153,10,0.0,449.0,Cash,32,363,2025,September,3,Thursday
BILL002794,2025-11-12,500,145,2,477,20,47.7,981.7,Cash,373,208,2025,November,4,Wednesday
BILL002795,2025-12-12,503,184,1,332,30,16.6,318.6,Cash,249,83,2025,December,4,Friday
BILL002796,2025-01-10,768,69,3,277,0,41.55,872.55,Card,223,162,2025,January,1,Friday
BILL002797,2025-04-18,577,4,1,262,10,47.16,299.16,Cash,246,16,2025,April,2,Friday
BILL002798,2025-06-25,734,29,4,81,20,38.88,342.88,Cash,43,152,2025,June,2,Wednesday
BILL002799,2025-08-28,861,5,1,221,10,26.52,237.52,Card,132,89,2025,August,3,Thursday
BILL002800,2025-06-30,470,14,1,326,20,39.12,345.12,Cash,189,137,2025,June,2,Monday
BILL002801,2025-09-25,416,55,1,228,30,11.4,209.4,Card,119,109,2025,September,3,Thursday
BILL002802,2025-02-05,465,85,3,174,20,93.96,595.96,Cash,161,39,2025,February,1,Wednesday
BILL002803,2025-02-10,429,103,4,378,30,75.6,1557.6,Cash,328,200,2025,February,1,Monday
BILL002804,2025-02-11,991,237,4,345,20,165.6,1525.6,Card,296,196,2025,February,1,Tuesday
BILL002805,2025-09-21,218,212,4,285,50,136.8,1226.8,UPI,239,184,2025,September,3,Sunday
BILL002806,2025-07-08,519,19,2,380,50,0.0,710.0,UPI,364,32,2025,July,3,Tuesday
BILL002807,2025-08-10,382,194,5,476,10,0.0,2370.0,Card,363,565,2025,August,3,Sunday
BILL002808,2025-11-01,951,26,5,445,0,0.0,2225.0,UPI,392,265,2025,November,4,Saturday
BILL002809,2025-02-15,169,232,2,148,0,0.0,296.0,Card,27,242,2025,February,1,Saturday
BILL002810,2025-09-13,660,185,4,436,30,0.0,1714.0,Card,325,444,2025,September,3,Saturday
BILL002811,2025-05-29,450,91,3,304,20,45.6,937.6,Cash,249,165,2025,May,2,Thursday
BILL002812,2025-03-31,628,151,5,304,20,273.6,1773.6,Card,174,650,2025,March,1,Monday
BILL002813,2025-10-17,999,200,5,116,0,104.4,684.4,UPI,77,195,2025,October,4,Friday
BILL002814,2025-03-20,863,15,4,372,0,178.56,1666.56,UPI,296,304,2025,March,1,Thursday
BILL002815,2025-02-02,906,201,5,501,30,125.25,2600.25,UPI,391,550,2025,February,1,Sunday
BILL002816,2025-10-08,704,94,2,188,0,67.68,443.68,Card,129,118,2025,October,4,Wednesday
BILL002817,2025-07-11,455,161,1,156,0,0.0,156.0,Card,41,115,2025,July,3,Friday
BILL002818,2025-05-13,357,215,4,406,10,292.32,1906.32,Cash,298,432,2025,May,2,Tuesday
BILL002819,2025-06-10,913,14,3,326,50,117.36,1045.36,UPI,189,411,2025,June,2,Tuesday
BILL002820,2025-02-28,966,236,1,253,20,45.54,278.54,Card,136,117,2025,February,1,Friday
BILL002821,2025-11-16,232,60,2,342,20,0.0,664.0,UPI,314,56,2025,November,4,Sunday
BILL002822,2025-10-29,511,177,5,410,10,0.0,2040.0,UPI,305,525,2025,October,4,Wednesday
BILL002823,2025-07-28,249,162,2,335,30,120.6,760.6,Cash,299,72,2025,July,3,Monday
BILL002824,2025-04-28,248,233,5,275,50,165.0,1490.0,UPI,215,300,2025,April,2,Monday
BILL002825,2025-04-03,254,82,5,188,10,0.0,930.0,Cash,166,110,2025,April,2,Thursday
BILL002826,2025-12-09,693,129,3,500,50,75.0,1525.0,Cash,387,339,2025,December,4,Tuesday
BILL002827,2025-10-18,802,177,1,410,30,0.0,380.0,Card,305,105,2025,October,4,Saturday
BILL002828,2025-07-24,485,156,3,314,20,113.04,1035.04,UPI,171,429,2025,July,3,Thursday
BILL002829,2025-12-11,240,128,3,347,50,187.38,1178.38,Card,261,258,2025,December,4,Thursday
BILL002830,2025-01-06,86,137,2,92,0,33.12,217.12,Card,69,46,2025,January,1,Monday
BILL002831,2025-01-31,395,169,1,254,20,0.0,234.0,Card,179,75,2025,January,1,Friday
BILL002832,2025-11-14,503,65,4,124,50,59.52,505.52,Card,25,396,2025,November,4,Friday
BILL002833,2025-11-29,611,63,2,321,20,115.56,737.56,Cash,305,32,2025,November,4,Saturday
BILL002834,2025-02-19,480,206,1,440,20,0.0,420.0,Card,298,142,2025,February,1,Wednesday
BILL002835,2025-06-09,460,33,5,395,20,0.0,1955.0,UPI,322,365,2025,June,2,Monday
BILL002836,2025-03-10,278,201,4,501,50,100.2,2054.2,Card,391,440,2025,March,1,Monday
BILL002837,2025-05-18,333,115,2,246,0,24.6,516.6,Cash,234,24,2025,May,2,Sunday
BILL002838,2025-05-12,125,97,4,473,0,340.56,2232.56,Card,399,296,2025,May,2,Monday
BILL002839,2025-02-12,811,66,1,161,10,28.98,179.98,UPI,103,58,2025,February,1,Wednesday
BILL002840,2025-05-04,510,135,2,216,10,77.76,499.76,UPI,83,266,2025,May,2,Sunday
BILL002841,2025-06-13,861,222,1,428,20,21.4,429.4,Cash,283,145,2025,June,2,Friday
BILL002842,2025-11-18,482,129,3,500,0,75.0,1575.0,UPI,387,339,2025,November,4,Tuesday
BILL002843,2025-08-10,641,210,3,319,20,172.26,1109.26,Cash,269,150,2025,August,3,Sunday
BILL002844,2025-10-21,594,186,4,433,50,0.0,1682.0,UPI,355,312,2025,October,4,Tuesday
BILL002845,2025-11-07,280,79,4,344,50,247.68,1573.68,Card,272,288,2025,November,4,Friday
BILL002846,2025-09-24,810,151,4,304,20,218.88,1414.88,Card,174,520,2025,September,3,Wednesday
BILL002847,2025-08-21,568,204,2,73,30,0.0,116.0,Cash,60,26,2025,August,3,Thursday
BILL002848,2025-04-01,176,119,3,388,10,139.68,1293.68,Cash,303,255,2025,April,2,Tuesday
BILL002849,2025-02-10,566,56,5,382,20,95.5,1985.5,Cash,233,745,2025,February,1,Monday
BILL002850,2025-01-20,741,10,3,369,0,132.84,1239.84,Card,242,381,2025,January,1,Monday
BILL002851,2025-01-16,7,21,4,364,10,72.8,1518.8,Cash,223,564,2025,January,1,Thursday
BILL002852,2025-11-02,653,123,3,220,50,0.0,610.0,UPI,198,66,2025,November,4,Sunday
BILL002853,2025-06-02,177,144,3,278,10,0.0,824.0,UPI,182,288,2025,June,2,Monday
BILL002854,2025-11-08,944,219,2,450,10,45.0,935.0,UPI,318,264,2025,November,4,Saturday
BILL002855,2025-08-28,373,238,3,283,50,101.88,900.88,UPI,185,294,2025,August,3,Thursday
BILL002856,2025-09-11,841,208,5,124,0,74.4,694.4,Card,57,335,2025,September,3,Thursday
BILL002857,2025-08-27,753,39,2,349,20,34.9,712.9,UPI,339,20,2025,August,3,Wednesday
BILL002858,2025-11-27,949,138,5,451,30,112.75,2337.75,Cash,382,345,2025,November,4,Thursday
BILL002859,2025-04-29,329,146,1,113,0,0.0,113.0,Card,38,75,2025,April,2,Tuesday
BILL002860,2025-05-22,215,14,4,326,0,156.48,1460.48,Cash,189,548,2025,May,2,Thursday
BILL002861,2025-02-16,178,240,1,127,50,22.86,99.86,UPI,105,22,2025,February,1,Sunday
BILL002862,2025-09-17,507,112,1,428,20,21.4,429.4,Card,355,73,2025,September,3,Wednesday
BILL002863,2025-11-23,424,69,2,277,0,27.7,581.7,UPI,223,108,2025,November,4,Sunday
BILL002864,2025-07-18,275,185,4,436,0,0.0,1744.0,Card,325,444,2025,July,3,Friday
BILL002865,2025-04-11,927,178,4,179,30,128.88,814.88,UPI,70,436,2025,April,2,Friday
BILL002866,2025-10-10,820,225,5,285,20,256.5,1661.5,UPI,261,120,2025,October,4,Friday
BILL002867,2025-03-28,869,6,5,330,10,297.0,1937.0,Cash,187,715,2025,March,1,Friday
BILL002868,2025-01-18,688,107,2,198,10,19.8,405.8,Card,117,162,2025,January,1,Saturday
BILL002869,2025-03-14,636,99,2,111,10,11.1,223.1,Cash,33,156,2025,March,1,Friday
BILL002870,2025-10-18,916,43,2,417,0,41.7,875.7,UPI,315,204,2025,October,4,Saturday
BILL002871,2025-12-11,873,225,5,285,20,256.5,1661.5,UPI,261,120,2025,December,4,Thursday
BILL002872,2025-11-25,707,92,4,337,0,0.0,1348.0,UPI,216,484,2025,November,4,Tuesday
BILL002873,2025-02-05,186,125,2,448,30,107.52,973.52,Card,356,184,2025,February,1,Wednesday
BILL002874,2025-05-17,922,7,4,63,30,45.36,267.36,Card,21,168,2025,May,2,Saturday
BILL002875,2025-12-30,43,158,4,181,30,0.0,694.0,Card,122,236,2025,December,4,Tuesday
BILL002876,2025-11-19,44,71,3,404,50,0.0,1162.0,Card,297,321,2025,November,4,Wednesday
BILL002877,2025-11-06,92,161,4,156,10,0.0,614.0,Card,41,460,2025,November,4,Thursday
BILL002878,2025-01-18,633,226,5,361,30,90.25,1865.25,Cash,258,515,2025,January,1,Saturday
BILL002879,2025-10-26,874,67,3,350,0,0.0,1050.0,Cash,202,444,2025,October,4,Sunday
BILL002880,2025-08-13,416,182,5,138,10,34.5,714.5,Cash,128,50,2025,August,3,Wednesday
BILL002881,2025-12-19,21,154,2,366,20,36.6,748.6,UPI,229,274,2025,December,4,Friday
BILL002882,2025-07-17,576,179,4,125,50,60.0,510.0,UPI,87,152,2025,July,3,Thursday
BILL002883,2025-04-11,969,165,5,244,30,61.0,1251.0,Card,203,205,2025,April,2,Friday
BILL002884,2025-11-14,330,211,2,208,20,49.92,445.92,Cash,71,274,2025,November,4,Friday
BILL002885,2025-05-09,305,35,4,158,20,113.76,725.76,Cash,90,272,2025,May,2,Friday
BILL002886,2025-11-03,243,62,5,322,50,289.8,1849.8,Card,280,210,2025,November,4,Monday
BILL002887,2025-04-11,282,98,4,413,50,82.6,1684.6,Card,353,240,2025,April,2,Friday
BILL002888,2025-10-30,120,83,2,459,10,165.24,1073.24,UPI,393,132,2025,October,4,Thursday
BILL002889,2025-12-25,714,47,3,172,30,25.8,511.8,UPI,22,450,2025,December,4,Thursday
BILL002890,2025-11-19,246,163,2,394,10,0.0,778.0,UPI,246,296,2025,November,4,Wednesday
BILL002891,2025-01-08,701,129,2,500,50,50.0,1000.0,Cash,387,226,2025,January,1,Wednesday
BILL002892,2025-07-25,477,22,1,395,50,47.4,392.4,Card,368,27,2025,July,3,Friday
BILL002893,2025-03-16,621,27,5,216,0,54.0,1134.0,UPI,124,460,2025,March,1,Sunday
BILL002894,2025-02-12,559,109,3,379,20,204.66,1321.66,UPI,239,420,2025,February,1,Wednesday
BILL002895,2025-10-05,967,141,3,271,30,40.65,823.65,Cash,193,234,2025,October,4,Sunday
BILL002896,2025-10-11,423,207,1,249,10,12.45,251.45,Cash,133,116,2025,October,4,Saturday
BILL002897,2025-01-22,633,184,3,332,50,49.8,995.8,Cash,249,249,2025,January,1,Wednesday
BILL002898,2025-03-04,793,131,5,153,0,0.0,765.0,Cash,32,605,2025,March,1,Tuesday
BILL002899,2025-09-01,251,29,1,81,0,9.72,90.72,Card,43,38,2025,September,3,Monday
BILL002900,2025-12-03,276,224,3,248,50,89.28,783.28,Card,154,282,2025,December,4,Wednesday
BILL002901,2025-04-14,217,2,5,447,10,111.75,2336.75,Cash,357,450,2025,April,2,Monday
BILL002902,2025-08-05,356,17,3,409,30,61.35,1258.35,Card,292,351,2025,August,3,Tuesday
BILL002903,2025-05-14,753,75,4,390,0,0.0,1560.0,Card,298,368,2025,May,2,Wednesday
BILL002904,2025-04-09,28,34,3,311,20,111.96,1024.96,Cash,300,33,2025,April,2,Wednesday
BILL002905,2025-10-03,314,163,4,394,30,0.0,1546.0,UPI,246,592,2025,October,4,Friday
BILL002906,2025-12-30,325,136,1,64,30,3.2,37.2,Cash,51,13,2025,December,4,Tuesday
BILL002907,2025-11-05,230,238,1,283,50,33.96,266.96,UPI,185,98,2025,November,4,Wednesday
BILL002908,2025-06-15,731,55,1,228,30,11.4,209.4,Cash,119,109,2025,June,2,Sunday
BILL002909,2025-10-26,975,51,2,181,50,65.16,377.16,UPI,125,112,2025,October,4,Sunday
BILL002910,2025-01-31,183,197,2,410,10,98.4,908.4,Cash,288,244,2025,January,1,Friday
BILL002911,2025-10-13,553,225,3,285,0,153.9,1008.9,UPI,261,72,2025,October,4,Monday
BILL002912,2025-01-23,372,83,5,459,30,413.1,2678.1,UPI,393,330,2025,January,1,Thursday
BILL002913,2025-04-08,562,65,2,124,10,29.76,267.76,Cash,25,198,2025,April,2,Tuesday
BILL002914,2025-05-24,363,142,5,415,20,103.75,2158.75,Card,315,500,2025,May,2,Saturday
BILL002915,2025-08-19,617,72,2,115,20,41.4,251.4,Cash,78,74,2025,August,3,Tuesday
BILL002916,2025-06-12,987,119,5,388,10,232.8,2162.8,Card,303,425,2025,June,2,Thursday
BILL002917,2025-12-13,845,106,3,336,30,181.44,1159.44,Cash,269,201,2025,December,4,Saturday
BILL002918,2025-07-23,697,215,5,406,50,365.4,2345.4,Cash,298,540,2025,July,3,Wednesday
BILL002919,2025-04-25,478,208,5,124,20,74.4,674.4,Cash,57,335,2025,April,2,Friday
BILL002920,2025-06-27,550,209,1,442,0,79.56,521.56,UPI,306,136,2025,June,2,Friday
BILL002921,2025-08-06,407,132,2,296,20,29.6,601.6,Card,208,176,2025,August,3,Wednesday
BILL002922,2025-10-13,98,9,1,383,0,19.15,402.15,Cash,356,27,2025,October,4,Monday
BILL002923,2025-08-20,174,21,1,364,50,18.2,332.2,UPI,223,141,2025,August,3,Wednesday
BILL002924,2025-01-27,98,236,2,253,10,91.08,587.08,Cash,136,234,2025,January,1,Monday
BILL002925,2025-10-15,843,182,1,138,0,6.9,144.9,Cash,128,10,2025,October,4,Wednesday
BILL002926,2025-02-17,324,2,3,447,0,67.05,1408.05,UPI,357,270,2025,February,1,Monday
BILL002927,2025-02-11,884,158,3,181,0,0.0,543.0,Cash,122,177,2025,February,1,Tuesday
BILL002928,2025-02-15,751,15,4,372,10,178.56,1656.56,UPI,296,304,2025,February,1,Saturday
BILL002929,2025-12-11,988,25,4,222,20,44.4,912.4,UPI,181,164,2025,December,4,Thursday
BILL002930,2025-08-14,716,11,3,294,10,105.84,977.84,Card,283,33,2025,August,3,Thursday
BILL002931,2025-09-10,699,237,3,345,0,124.2,1159.2,Card,296,147,2025,September,3,Wednesday
BILL002932,2025-09-17,446,208,1,124,0,14.88,138.88,Card,57,67,2025,September,3,Wednesday
BILL002933,2025-11-15,16,218,4,400,50,288.0,1838.0,Card,273,508,2025,November,4,Saturday
BILL002934,2025-06-02,283,144,4,278,30,0.0,1082.0,UPI,182,384,2025,June,2,Monday
BILL002935,2025-06-12,297,139,1,311,20,15.55,306.55,Cash,201,110,2025,June,2,Thursday
BILL002936,2025-02-10,326,194,3,476,50,0.0,1378.0,Card,363,339,2025,February,1,Monday
BILL002937,2025-02-02,907,159,3,77,30,41.58,242.58,UPI,30,141,2025,February,1,Sunday
BILL002938,2025-09-22,182,133,2,270,20,0.0,520.0,Cash,197,146,2025,September,3,Monday
BILL002939,2025-07-18,757,181,1,232,50,27.84,209.84,UPI,125,107,2025,July,3,Friday
BILL002940,2025-03-13,910,127,3,403,0,60.45,1269.45,Cash,278,375,2025,March,1,Thursday
BILL002941,2025-09-13,941,14,1,326,10,39.12,355.12,Cash,189,137,2025,September,3,Saturday
BILL002942,2025-10-22,928,40,3,212,20,114.48,730.48,UPI,152,180,2025,October,4,Wednesday
BILL002943,2025-10-26,787,113,1,185,50,9.25,144.25,Cash,100,85,2025,October,4,Sunday
BILL002944,2025-01-15,501,184,1,332,10,16.6,338.6,UPI,249,83,2025,January,1,Wednesday
BILL002945,2025-08-04,992,161,2,156,30,0.0,282.0,Cash,41,230,2025,August,3,Monday
BILL002946,2025-03-09,419,8,3,305,50,109.8,974.8,Cash,288,51,2025,March,1,Sunday
BILL002947,2025-02-07,886,106,1,336,10,60.48,386.48,UPI,269,67,2025,February,1,Friday
BILL002948,2025-06-21,31,161,3,156,10,0.0,458.0,Cash,41,345,2025,June,2,Saturday
BILL002949,2025-03-30,31,42,3,171,50,0.0,463.0,UPI,107,192,2025,March,1,Sunday
BILL002950,2025-07-06,862,185,5,436,10,0.0,2170.0,UPI,325,555,2025,July,3,Sunday
BILL002951,2025-08-24,97,148,4,377,0,0.0,1508.0,UPI,274,412,2025,August,3,Sunday
BILL002952,2025-10-10,270,178,3,179,20,96.66,613.66,UPI,70,327,2025,October,4,Friday
BILL002953,2025-05-20,100,190,5,71,20,17.75,352.75,UPI,37,170,2025,May,2,Tuesday
BILL002954,2025-05-19,987,143,1,228,50,41.04,219.04,Cash,145,83,2025,May,2,Monday
BILL002955,2025-07-01,701,76,1,178,30,32.04,180.04,Cash,29,149,2025,July,3,Tuesday
BILL002956,2025-01-27,624,229,2,370,10,37.0,767.0,Card,230,280,2025,January,1,Monday
BILL002957,2025-08-05,202,179,1,125,0,15.0,140.0,Cash,87,38,2025,August,3,Tuesday
BILL002958,2025-12-07,50,19,3,380,30,0.0,1110.0,Cash,364,48,2025,December,4,Sunday
BILL002959,2025-09-20,784,39,2,349,20,34.9,712.9,Cash,339,20,2025,September,3,Saturday
BILL002960,2025-12-18,242,147,4,293,20,58.6,1210.6,Cash,144,596,2025,December,4,Thursday
BILL002961,2025-07-09,122,18,1,165,0,29.7,194.7,Cash,59,106,2025,July,3,Wednesday
BILL002962,2025-01-14,11,34,1,311,10,37.32,338.32,Card,300,11,2025,January,1,Tuesday
BILL002963,2025-12-15,801,119,4,388,50,186.24,1688.24,Cash,303,340,2025,December,4,Monday
BILL002964,2025-09-13,146,117,5,179,10,44.75,929.75,Cash,42,685,2025,September,3,Saturday
BILL002965,2025-05-03,527,120,5,345,30,310.5,2005.5,UPI,254,455,2025,May,2,Saturday
BILL002966,2025-06-12,803,107,1,198,30,9.9,177.9,Cash,117,81,2025,June,2,Thursday
BILL002967,2025-07-29,898,150,4,89,10,17.8,363.8,Cash,66,92,2025,July,3,Tuesday
BILL002968,2025-02-27,612,12,2,453,30,108.72,984.72,UPI,323,260,2025,February,1,Thursday
BILL002969,2025-08-22,432,91,2,304,0,30.4,638.4,Cash,249,110,2025,August,3,Friday
BILL002970,2025-09-29,503,231,5,397,10,357.3,2332.3,Card,386,55,2025,September,3,Monday
BILL002971,2025-03-16,54,36,5,318,20,0.0,1570.0,UPI,173,725,2025,March,1,Sunday
BILL002972,2025-09-21,391,52,1,76,50,3.8,29.8,Cash,62,14,2025,September,3,Sunday
BILL002973,2025-02-21,126,240,2,127,50,45.72,249.72,UPI,105,44,2025,February,1,Friday
BILL002974,2025-12-15,234,178,4,179,30,128.88,814.88,Cash,70,436,2025,December,4,Monday
BILL002975,2025-10-11,890,68,3,424,10,0.0,1262.0,Cash,352,216,2025,October,4,Saturday
BILL002976,2025-09-21,665,163,3,394,50,0.0,1132.0,Cash,246,444,2025,September,3,Sunday
BILL002977,2025-03-14,904,7,1,63,30,11.34,44.34,Card,21,42,2025,March,1,Friday
BILL002978,2025-06-03,902,192,2,475,50,0.0,900.0,UPI,364,222,2025,June,2,Tuesday
BILL002979,2025-09-05,619,136,4,64,30,12.8,238.8,Card,51,52,2025,September,3,Friday
BILL002980,2025-05-16,986,225,1,285,20,51.3,316.3,Card,261,24,2025,May,2,Friday
BILL002981,2025-03-01,261,93,5,353,20,88.25,1833.25,UPI,251,510,2025,March,1,Saturday
BILL002982,2025-09-30,869,231,5,397,50,357.3,2292.3,UPI,386,55,2025,September,3,Tuesday
BILL002983,2025-08-23,211,168,1,255,50,45.9,250.9,Card,164,91,2025,August,3,Saturday
BILL002984,2025-10-31,857,16,5,410,50,246.0,2246.0,Card,307,515,2025,October,4,Friday
BILL002985,2025-01-06,193,197,1,410,30,49.2,429.2,Cash,288,122,2025,January,1,Monday
BILL002986,2025-04-14,720,1,1,125,20,0.0,105.0,Card,77,48,2025,April,2,Monday
BILL002987,2025-08-15,986,65,2,124,10,29.76,267.76,UPI,25,198,2025,August,3,Friday
BILL002988,2025-06-16,143,1,1,125,30,0.0,95.0,Cash,77,48,2025,June,2,Monday
