bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode
BILL001543,2025-09-08,763,151,3,304,20,164.16,1056.16,Card
BILL001544,2025-07-30,77,228,2,229,30,82.44,510.44,UPI
BILL001545,2025-09-20,998,83,1,459,0,82.62,541.62,UPI
BILL001546,2025-02-24,635,147,2,293,50,29.3,565.3,Cash
BILL001547,2025-12-04,557,27,5,216,50,54.0,1084.0,UPI
BILL001548,2025-10-22,950,40,5,212,0,190.8,1250.8,UPI
BILL001549,2025-09-12,725,66,1,161,0,28.98,189.98,Card
BILL001550,2025-09-21,474,37,2,235,50,56.4,476.4,UPI
BILL001551,2025-09-30,825,26,4,445,50,0.0,1730.0,Cash
BILL001552,2025-07-23,381,59,1,404,10,20.2,414.2,Card
BILL001553,2025-05-03,725,82,4,188,20,0.0,732.0,UPI
BILL001554,2025-07-07,78,196,3,470,50,169.2,1529.2,UPI
BILL001555,2025-11-12,520,56,1,382,50,19.1,351.1,UPI
BILL001556,2025-08-28,803,202,3,202,20,109.08,695.08,Card
BILL001557,2025-03-26,9,147,1,293,20,14.65,287.65,UPI
BILL001558,2025-12-30,479,163,1,394,30,0.0,364.0,UPI
BILL001559,2025-06-06,450,194,5,476,50,0.0,2330.0,UPI
BILL001560,2025-12-07,250,14,5,326,20,195.6,1805.6,UPI
BILL001561,2025-11-18,900,24,1,237,50,11.85,198.85,Cash
BILL001562,2025-06-19,640,4,5,262,30,235.8,1515.8,UPI
BILL001563,2025-03-29,552,233,1,275,20,33.0,288.0,Cash
BILL001564,2025-12-10,580,217,1,379,30,45.48,394.48,Card
BILL001565,2025-05-25,158,82,5,188,0,0.0,940.0,Cash
BILL001566,2025-01-27,614,160,5,283,0,254.7,1669.7,Card
BILL001567,2025-03-11,398,99,1,111,50,5.55,66.55,Card
BILL001568,2025-12-27,407,176,1,341,50,17.05,308.05,Card
BILL001569,2025-06-24,314,24,4,237,20,47.4,975.4,Cash
BILL001570,2025-09-10,279,208,4,124,10,59.52,545.52,Cash
BILL001571,2025-01-24,511,140,5,409,0,245.4,2290.4,Cash
BILL001572,2025-09-18,879,133,2,270,30,0.0,510.0,Cash
BILL001573,2025-05-23,496,97,3,473,50,255.42,1624.42,Card
BILL001574,2025-03-02,71,52,4,76,50,15.2,269.2,Card
BILL001575,2025-01-11,674,150,3,89,0,13.35,280.35,Card
BILL001576,2025-06-20,548,72,5,115,30,103.5,648.5,Cash
BILL001577,2025-05-17,695,158,2,181,50,0.0,312.0,Cash
BILL001578,2025-02-27,817,49,4,120,20,24.0,484.0,Card
BILL001579,2025-09-26,939,110,5,161,20,40.25,825.25,Cash
BILL001580,2025-03-25,319,143,2,228,10,82.08,528.08,UPI
BILL001581,2025-09-12,231,169,5,254,20,0.0,1250.0,UPI
BILL001582,2025-01-11,839,237,3,345,10,124.2,1149.2,Cash
BILL001583,2025-08-14,87,100,3,345,50,0.0,985.0,UPI
BILL001584,2025-08-21,762,185,5,436,50,0.0,2130.0,Cash
BILL001585,2025-10-09,556,212,4,285,0,136.8,1276.8,Card
BILL001586,2025-11-26,566,152,2,259,0,0.0,518.0,UPI
BILL001587,2025-11-17,192,240,1,127,10,22.86,139.86,Card
BILL001588,2025-01-11,166,154,1,366,50,18.3,334.3,Card
BILL001589,2025-06-28,820,158,5,181,0,0.0,905.0,Cash
BILL001590,2025-09-09,209,29,5,81,10,48.6,443.6,Cash
BILL001591,2025-05-06,584,16,1,410,50,49.2,409.2,UPI
BILL001592,2025-07-04,149,210,2,319,20,114.84,732.84,Cash
BILL001593,2025-11-10,110,50,4,117,30,56.16,494.16,Cash
BILL001594,2025-07-31,184,84,1,365,10,43.8,398.8,Card
BILL001595,2025-12-13,756,176,3,341,10,51.15,1064.15,Cash
BILL001596,2025-07-20,678,150,3,89,10,13.35,270.35,UPI
BILL001597,2025-03-28,22,120,5,345,0,310.5,2035.5,UPI
BILL001598,2025-10-05,732,224,1,248,30,29.76,247.76,UPI
BILL001599,2025-08-27,244,103,5,378,0,94.5,1984.5,Card
BILL001600,2025-02-17,400,234,1,245,50,12.25,207.25,Cash
BILL001601,2025-05-17,956,191,4,358,50,0.0,1382.0,UPI
BILL001602,2025-02-13,821,11,2,294,20,70.56,638.56,Cash
BILL001603,2025-11-12,514,103,2,378,20,37.8,773.8,Card
BILL001604,2025-07-30,266,55,5,228,50,57.0,1147.0,Cash
BILL001605,2025-10-07,89,153,3,315,20,113.4,1038.4,UPI
BILL001606,2025-07-28,278,115,3,246,0,36.9,774.9,Cash
BILL001607,2025-05-29,793,204,2,73,20,0.0,126.0,UPI
BILL001608,2025-11-03,559,150,3,89,20,13.35,260.35,UPI
BILL001609,2025-07-13,703,185,2,436,30,0.0,842.0,Card
BILL001610,2025-12-26,101,37,5,235,50,141.0,1266.0,UPI
BILL001611,2025-06-24,720,129,1,500,30,25.0,495.0,UPI
BILL001612,2025-05-26,166,236,4,253,0,182.16,1194.16,UPI
BILL001613,2025-03-18,554,47,5,172,50,43.0,853.0,Cash
BILL001614,2025-12-28,646,39,2,349,10,34.9,722.9,Card
BILL001615,2025-11-02,872,138,3,451,20,67.65,1400.65,Card
BILL001616,2025-02-01,842,168,4,255,10,183.6,1193.6,Card
BILL001617,2025-08-11,74,236,3,253,10,136.62,885.62,Card
BILL001618,2025-09-14,245,118,1,405,10,0.0,395.0,Cash
BILL001619,2025-11-22,565,73,5,142,10,35.5,735.5,Card
BILL001620,2025-04-07,915,60,3,342,0,0.0,1026.0,UPI
BILL001621,2025-01-18,861,226,2,361,20,36.1,738.1,Card
BILL001622,2025-02-06,963,146,3,113,30,0.0,309.0,Cash
BILL001623,2025-05-12,139,39,2,349,30,34.9,702.9,Cash
BILL001624,2026-01-01,997,230,5,333,30,299.7,1934.7,UPI
BILL001625,2025-09-30,574,169,4,254,10,0.0,1006.0,Cash
BILL001626,2025-07-17,773,104,3,409,10,147.24,1364.24,UPI
BILL001627,2025-07-17,719,172,5,238,50,59.5,1199.5,Cash
BILL001628,2025-11-30,942,216,1,340,50,40.8,330.8,UPI
BILL001629,2025-10-26,728,179,1,125,10,15.0,130.0,Cash
BILL001630,2025-01-31,371,144,2,278,0,0.0,556.0,Card
BILL001631,2025-02-06,712,199,4,460,50,331.2,2121.2,UPI
BILL001632,2025-01-11,44,216,5,340,30,204.0,1874.0,Cash
BILL001633,2025-12-21,905,19,4,380,10,0.0,1510.0,UPI
BILL001634,2025-08-08,500,72,1,115,0,20.7,135.7,Cash
BILL001635,2025-05-01,836,166,3,408,30,0.0,1194.0,Card
BILL001636,2025-04-20,567,16,1,410,30,49.2,429.2,UPI
BILL001637,2025-06-07,29,148,3,377,30,0.0,1101.0,UPI
BILL001638,2025-03-21,10,94,4,188,20,135.36,867.36,UPI
BILL001639,2025-05-06,159,34,1,311,10,37.32,338.32,UPI
BILL001640,2025-04-05,543,126,5,219,30,0.0,1065.0,UPI
BILL001641,2025-11-12,411,81,5,415,30,0.0,2045.0,Cash
BILL001642,2025-04-25,213,61,3,384,30,138.24,1260.24,Card
BILL001643,2025-10-19,534,209,1,442,10,79.56,511.56,UPI
BILL001644,2025-04-21,137,51,2,181,50,65.16,377.16,UPI
BILL001645,2025-05-13,171,159,5,77,0,69.3,454.3,Cash
BILL001646,2025-12-30,271,13,1,275,10,0.0,265.0,Cash
BILL001647,2025-03-14,920,6,4,330,20,237.6,1537.6,Cash
BILL001648,2025-08-29,740,233,4,275,10,132.0,1222.0,Card
BILL001649,2025-06-29,114,88,2,104,30,37.44,215.44,UPI
BILL001650,2025-09-30,397,181,2,232,10,55.68,509.68,Cash
BILL001651,2025-06-01,135,72,2,115,10,41.4,261.4,UPI
BILL001652,2025-07-29,26,74,1,483,10,24.15,497.15,Cash
BILL001653,2025-03-08,698,15,1,372,10,44.64,406.64,UPI
BILL001654,2025-10-25,632,4,2,262,10,94.32,608.32,Card
BILL001655,2025-05-27,476,49,3,120,0,18.0,378.0,UPI
BILL001656,2025-08-19,920,222,5,428,10,107.0,2237.0,UPI
BILL001657,2025-03-29,560,183,3,513,50,184.68,1673.68,Card
BILL001658,2025-09-23,399,114,3,486,50,174.96,1582.96,Card
BILL001659,2025-08-24,12,131,4,153,0,0.0,612.0,Card
BILL001660,2025-03-29,44,168,5,255,0,229.5,1504.5,Card
BILL001661,2025-02-21,944,104,2,409,50,98.16,866.16,Cash
BILL001662,2025-06-11,898,53,5,499,10,124.75,2609.75,Card
BILL001663,2025-04-26,848,136,4,64,10,12.8,258.8,Cash
BILL001664,2025-04-20,285,209,5,442,50,397.8,2557.8,UPI
BILL001665,2025-04-22,390,178,2,179,20,64.44,402.44,UPI
BILL001666,2025-04-10,285,18,3,165,50,89.1,534.1,Card
BILL001667,2025-06-22,210,151,4,304,50,218.88,1384.88,UPI
BILL001668,2025-10-23,139,24,5,237,30,59.25,1214.25,Card
BILL001669,2025-12-31,575,198,4,333,20,239.76,1551.76,Cash
BILL001670,2025-07-19,419,150,2,89,20,8.9,166.9,UPI
BILL001671,2025-12-19,980,92,3,337,20,0.0,991.0,Card
BILL001672,2025-11-21,382,162,5,335,0,301.5,1976.5,Cash
BILL001673,2025-08-11,733,17,5,409,10,102.25,2137.25,UPI
BILL001674,2025-03-22,156,231,4,397,20,285.84,1853.84,Card
BILL001675,2025-04-19,970,123,2,220,50,0.0,390.0,UPI
BILL001676,2025-07-30,394,120,3,345,30,186.3,1191.3,Cash
BILL001677,2025-01-10,45,217,4,379,50,181.92,1647.92,Cash
BILL001678,2025-02-06,406,31,2,178,0,17.8,373.8,Card
BILL001679,2025-01-11,692,237,3,345,0,124.2,1159.2,UPI
BILL001680,2025-11-06,409,99,2,111,30,11.1,203.1,Card
BILL001681,2025-06-06,376,92,2,337,20,0.0,654.0,Card
BILL001682,2025-01-31,788,184,2,332,20,33.2,677.2,Card
BILL001683,2025-08-20,567,163,2,394,0,0.0,788.0,Card
BILL001684,2025-08-22,285,215,2,406,30,146.16,928.16,Card
BILL001685,2025-07-05,313,183,4,513,20,246.24,2278.24,Card
BILL001686,2025-04-12,521,237,4,345,0,165.6,1545.6,Cash
BILL001687,2025-03-22,376,235,3,183,50,27.45,526.45,Cash
BILL001688,2025-02-26,512,214,4,506,30,364.32,2358.32,Card
BILL001689,2025-04-30,839,99,1,111,0,5.55,116.55,UPI
BILL001690,2025-04-14,237,17,5,409,30,102.25,2117.25,Cash
BILL001691,2025-04-02,200,229,4,370,20,74.0,1534.0,Cash
BILL001692,2025-09-02,516,234,3,245,0,36.75,771.75,Cash
BILL001693,2025-03-04,7,221,1,167,20,30.06,177.06,UPI
BILL001694,2025-06-22,943,12,5,453,10,271.8,2526.8,Cash
BILL001695,2025-05-11,731,55,2,228,50,22.8,428.8,UPI
BILL001696,2025-06-29,792,130,3,158,50,0.0,424.0,Cash
BILL001697,2025-11-27,724,68,5,424,50,0.0,2070.0,UPI
BILL001698,2025-04-08,991,24,3,237,50,35.55,696.55,Cash
BILL001699,2025-10-07,467,186,2,433,10,0.0,856.0,Cash
BILL001700,2025-07-12,535,86,5,271,30,162.6,1487.6,Cash
BILL001701,2025-06-04,618,226,2,361,20,36.1,738.1,Card
BILL001702,2025-05-04,809,207,4,249,20,49.8,1025.8,Card
BILL001703,2025-05-19,128,127,4,403,10,80.6,1682.6,UPI
BILL001704,2025-08-04,32,176,2,341,0,34.1,716.1,Cash
BILL001705,2025-10-23,674,189,4,211,50,151.92,945.92,UPI
BILL001706,2025-07-05,97,219,5,450,0,112.5,2362.5,UPI
BILL001707,2025-03-23,338,223,3,324,50,174.96,1096.96,Card
BILL001708,2025-11-17,846,161,4,156,20,0.0,604.0,UPI
BILL001709,2025-11-22,267,41,5,391,30,97.75,2022.75,Card
BILL001710,2025-04-17,508,212,1,285,50,34.2,269.2,UPI
BILL001711,2025-09-11,444,183,5,513,50,307.8,2822.8,Cash
BILL001712,2025-11-15,305,214,4,506,0,364.32,2388.32,UPI
BILL001713,2025-12-28,366,217,4,379,10,181.92,1687.92,UPI
BILL001714,2025-03-17,839,180,1,189,20,0.0,169.0,Card
BILL001715,2025-10-05,210,217,1,379,0,45.48,424.48,UPI
BILL001716,2025-01-02,241,18,4,165,50,118.8,728.8,UPI
BILL001717,2025-06-24,78,28,2,105,50,25.2,185.2,Card
BILL001718,2025-01-03,161,78,2,452,20,108.48,992.48,UPI
BILL001719,2025-09-14,282,214,5,506,0,455.4,2985.4,UPI
BILL001720,2025-08-03,357,209,5,442,50,397.8,2557.8,UPI
BILL001721,2025-12-22,384,53,2,499,30,49.9,1017.9,UPI
BILL001722,2025-07-31,153,63,1,321,0,57.78,378.78,UPI
BILL001723,2025-12-03,124,77,5,200,0,50.0,1050.0,Card
BILL001724,2025-06-01,262,153,5,315,0,189.0,1764.0,Card
BILL001725,2025-03-05,398,65,3,124,10,44.64,406.64,UPI
BILL001726,2025-01-21,100,139,1,311,50,15.55,276.55,UPI
BILL001727,2025-02-20,145,146,1,113,50,0.0,63.0,Cash
BILL001728,2025-05-01,189,208,5,124,30,74.4,664.4,Cash
BILL001729,2025-09-28,636,86,4,271,10,130.08,1204.08,Card
BILL001730,2025-03-15,240,41,4,391,10,78.2,1632.2,Cash
BILL001731,2025-08-09,331,132,2,296,0,29.6,621.6,UPI
BILL001732,2025-09-06,463,230,2,333,50,119.88,735.88,Card
BILL001733,2025-05-24,322,74,2,483,50,48.3,964.3,Cash
BILL001734,2025-12-14,695,181,1,232,50,27.84,209.84,Cash
BILL001735,2025-09-26,43,172,5,238,10,59.5,1239.5,Card
BILL001736,2025-09-09,419,23,1,206,30,24.72,200.72,Card
BILL001737,2025-02-16,185,2,3,447,30,67.05,1378.05,UPI
BILL001738,2025-03-07,16,102,1,312,30,0.0,282.0,UPI
BILL001739,2025-01-27,768,99,1,111,50,5.55,66.55,Card
BILL001740,2025-09-10,801,144,2,278,10,0.0,546.0,UPI
BILL001741,2025-12-20,506,230,4,333,20,239.76,1551.76,UPI
BILL001742,2025-04-23,36,98,2,413,20,41.3,847.3,Card
BILL001743,2025-10-19,250,180,2,189,20,0.0,358.0,Cash
BILL001744,2025-03-26,351,31,4,178,30,35.6,717.6,Cash
BILL001745,2025-06-06,285,225,3,285,30,153.9,978.9,UPI
BILL001746,2025-01-18,322,223,1,324,0,58.32,382.32,Card
BILL001747,2025-05-16,347,14,4,326,0,156.48,1460.48,Card
BILL001748,2025-04-12,310,116,5,225,0,135.0,1260.0,Cash
BILL001749,2025-07-26,378,73,2,142,10,14.2,288.2,UPI
BILL001750,2025-09-22,918,92,2,337,20,0.0,654.0,Cash
BILL001751,2025-03-24,308,173,2,167,0,60.12,394.12,Card
BILL001752,2025-04-19,908,70,2,420,30,0.0,810.0,Cash
BILL001753,2025-10-16,579,10,4,369,30,177.12,1623.12,Card
BILL001754,2025-01-13,211,37,2,235,50,56.4,476.4,Cash
BILL001755,2025-01-03,313,61,5,384,20,230.4,2130.4,Card
BILL001756,2025-08-19,114,132,3,296,20,44.4,912.4,UPI
BILL001757,2025-06-05,308,224,4,248,0,119.04,1111.04,Card
BILL001758,2025-03-28,332,175,3,466,30,0.0,1368.0,Card
BILL001759,2025-07-27,531,115,3,246,50,36.9,724.9,UPI
BILL001760,2025-07-20,687,134,3,242,20,87.12,793.12,Cash
BILL001761,2025-01-15,216,209,2,442,10,159.12,1033.12,UPI
BILL001762,2025-09-21,382,211,5,208,0,124.8,1164.8,Cash
BILL001763,2025-04-16,808,56,2,382,10,38.2,792.2,Cash
BILL001764,2025-09-21,375,36,1,318,20,0.0,298.0,Cash
BILL001765,2026-01-01,398,28,1,105,10,12.6,107.6,Cash
BILL001766,2025-06-23,39,134,4,242,10,116.16,1074.16,Card
BILL001767,2025-12-26,39,87,1,467,50,0.0,417.0,Card
BILL001768,2025-05-29,952,2,3,447,50,67.05,1358.05,Cash
BILL001769,2025-05-24,507,215,2,406,0,146.16,958.16,Card
BILL001770,2025-12-01,316,19,5,380,30,0.0,1870.0,Cash
BILL001771,2025-07-13,537,209,5,442,10,397.8,2597.8,Card
BILL001772,2025-04-13,246,66,4,161,50,115.92,709.92,Card
BILL001773,2025-06-25,309,8,3,305,0,109.8,1024.8,Card
BILL001774,2025-12-21,163,162,3,335,30,180.9,1155.9,Card
BILL001775,2025-07-16,973,208,2,124,20,29.76,257.76,UPI
BILL001776,2025-03-01,513,44,2,174,0,41.76,389.76,Cash
BILL001777,2025-07-28,422,53,3,499,50,74.85,1521.85,UPI
BILL001778,2025-12-17,732,44,1,174,30,20.88,164.88,UPI
BILL001779,2025-12-25,102,31,1,178,10,8.9,176.9,UPI
BILL001780,2025-02-16,885,165,1,244,20,12.2,236.2,Cash
BILL001781,2025-11-15,892,190,2,71,0,7.1,149.1,Cash
BILL001782,2025-02-21,35,64,3,357,10,192.78,1253.78,UPI
BILL001783,2025-05-04,26,155,1,281,0,50.58,331.58,Card
BILL001784,2025-03-18,191,56,2,382,0,38.2,802.2,UPI
BILL001785,2025-12-18,846,131,1,153,50,0.0,103.0,UPI
BILL001786,2025-03-22,121,174,1,383,0,68.94,451.94,UPI
BILL001787,2025-01-30,739,18,2,165,50,59.4,339.4,Cash
BILL001788,2025-11-28,50,143,2,228,20,82.08,518.08,Cash
BILL001789,2025-10-31,634,47,4,172,30,34.4,692.4,UPI
BILL001790,2025-06-10,863,191,1,358,50,0.0,308.0,Card
BILL001791,2025-09-20,498,31,2,178,20,17.8,353.8,Cash
BILL001792,2025-09-23,553,10,4,369,30,177.12,1623.12,UPI
BILL001793,2025-12-05,904,147,2,293,0,29.3,615.3,Card
BILL001794,2025-12-09,478,90,3,423,0,228.42,1497.42,Cash
BILL001795,2025-02-27,121,151,4,304,10,218.88,1424.88,Cash
BILL001796,2025-01-29,568,47,4,172,10,34.4,712.4,Card
BILL001797,2025-07-04,659,51,4,181,10,130.32,844.32,Card
BILL001798,2025-02-28,966,3,1,374,0,18.7,392.7,UPI
BILL001799,2025-06-18,817,135,2,216,0,77.76,509.76,Cash
BILL001800,2025-12-27,165,232,5,148,50,0.0,690.0,Card
BILL001801,2025-02-08,490,227,1,193,0,9.65,202.65,Card
BILL001802,2025-03-21,191,45,5,415,50,0.0,2025.0,UPI
BILL001803,2025-02-27,813,126,4,219,50,0.0,826.0,Card
BILL001804,2025-06-01,952,131,2,153,30,0.0,276.0,Card
BILL001805,2025-11-30,571,77,3,200,50,30.0,580.0,Cash
BILL001806,2025-03-27,962,95,1,272,30,13.6,255.6,Cash
BILL001807,2025-02-03,730,234,2,245,30,24.5,484.5,UPI
BILL001808,2025-07-31,492,85,4,174,0,125.28,821.28,Card
BILL001809,2025-06-15,414,82,2,188,0,0.0,376.0,Card
BILL001810,2025-07-05,472,115,4,246,50,49.2,983.2,UPI
BILL001811,2025-11-17,642,220,4,164,20,32.8,668.8,UPI
BILL001812,2025-05-24,934,66,5,161,10,144.9,939.9,UPI
BILL001813,2025-03-05,412,223,1,324,10,58.32,372.32,UPI
BILL001814,2025-04-22,795,203,5,453,10,407.7,2662.7,Cash
BILL001815,2025-02-03,474,235,3,183,0,27.45,576.45,Cash
BILL001816,2025-09-24,837,86,1,271,30,32.52,273.52,Card
BILL001817,2025-02-15,48,206,5,440,0,0.0,2200.0,Card
BILL001818,2025-12-07,80,96,1,95,50,0.0,45.0,Card
BILL001819,2025-01-15,118,131,2,153,0,0.0,306.0,UPI
BILL001820,2025-04-30,681,156,2,314,0,75.36,703.36,UPI
BILL001821,2025-07-14,705,149,4,383,30,0.0,1502.0,Card
BILL001822,2025-01-15,135,135,2,216,10,77.76,499.76,Cash
BILL001823,2025-10-17,907,221,5,167,10,150.3,975.3,Card
BILL001824,2025-07-05,993,121,2,170,50,17.0,307.0,Card
BILL001825,2025-08-05,711,174,5,383,30,344.7,2229.7,UPI
BILL001826,2025-01-02,109,146,5,113,30,0.0,535.0,Card
BILL001827,2025-03-04,983,28,3,105,30,37.8,322.8,UPI
BILL001828,2025-03-29,801,80,1,225,10,11.25,226.25,Cash
BILL001829,2025-03-17,100,9,4,383,30,76.6,1578.6,UPI
BILL001830,2025-05-05,195,186,5,433,20,0.0,2145.0,Card
BILL001831,2025-11-14,191,2,5,447,30,111.75,2316.75,Cash
BILL001832,2025-07-22,148,110,3,161,20,24.15,487.15,Cash
BILL001833,2025-07-03,117,82,5,188,10,0.0,930.0,Cash
BILL001834,2025-06-30,88,85,2,174,30,62.64,380.64,UPI
BILL001835,2025-06-22,548,165,5,244,10,61.0,1271.0,UPI
BILL001836,2025-01-17,925,136,2,64,20,6.4,114.4,UPI
BILL001837,2025-09-03,887,84,2,365,50,87.6,767.6,Cash
BILL001838,2025-01-08,791,104,4,409,0,196.32,1832.32,Cash
BILL001839,2025-09-02,372,75,1,390,30,0.0,360.0,Cash
BILL001840,2025-08-12,260,227,5,193,30,48.25,983.25,UPI
BILL001841,2025-10-06,542,107,4,198,30,39.6,801.6,Card
BILL001842,2025-10-07,355,164,2,144,30,14.4,272.4,Card
BILL001843,2025-01-03,384,179,3,125,10,45.0,410.0,UPI
BILL001844,2025-09-23,876,219,5,450,20,112.5,2342.5,UPI
BILL001845,2025-09-30,497,73,3,142,30,21.3,417.3,Cash
BILL001846,2025-12-12,13,85,1,174,30,31.32,175.32,Cash
BILL001847,2025-04-22,81,239,4,254,20,0.0,996.0,Cash
BILL001848,2025-08-01,315,103,1,378,50,18.9,346.9,Card
BILL001849,2025-08-04,878,22,1,395,20,47.4,422.4,Cash
BILL001850,2025-02-14,433,214,4,506,10,364.32,2378.32,Card
BILL001851,2025-07-01,565,73,3,142,0,21.3,447.3,UPI
BILL001852,2025-07-12,52,213,5,109,20,0.0,525.0,Card
BILL001853,2025-12-07,119,90,3,423,50,228.42,1447.42,Cash
BILL001854,2025-02-16,432,85,1,174,30,31.32,175.32,Cash
BILL001855,2025-11-27,465,234,5,245,30,61.25,1256.25,Card
BILL001856,2025-11-12,397,230,4,333,50,239.76,1521.76,Card
BILL001857,2025-03-12,298,74,5,483,20,120.75,2515.75,Cash
BILL001858,2025-03-10,614,82,2,188,30,0.0,346.0,Card
BILL001859,2025-06-10,680,75,2,390,30,0.0,750.0,UPI
BILL001860,2025-03-17,268,225,4,285,10,205.2,1335.2,Card
BILL001861,2025-05-13,431,50,1,117,10,14.04,121.04,Card
BILL001862,2025-10-10,133,184,2,332,10,33.2,687.2,Cash
BILL001863,2025-03-28,992,85,3,174,20,93.96,595.96,UPI
BILL001864,2025-02-09,997,59,2,404,0,40.4,848.4,Card
BILL001865,2025-12-11,992,236,4,253,10,182.16,1184.16,Cash
BILL001866,2025-04-10,356,60,2,342,0,0.0,684.0,Cash
BILL001867,2025-01-26,730,119,1,388,10,46.56,424.56,UPI
BILL001868,2025-01-28,86,179,5,125,0,75.0,700.0,Cash
BILL001869,2025-10-12,119,91,3,304,50,45.6,907.6,Cash
BILL001870,2025-08-12,238,49,1,120,10,6.0,116.0,Card
BILL001871,2025-07-30,773,10,4,369,0,177.12,1653.12,UPI
BILL001872,2025-02-12,959,167,5,420,50,0.0,2050.0,Cash
BILL001873,2025-04-07,342,193,2,526,10,189.36,1231.36,UPI
BILL001874,2025-09-16,791,104,1,409,50,49.08,408.08,UPI
BILL001875,2025-04-25,215,88,4,104,50,74.88,440.88,Cash
BILL001876,2025-04-26,547,220,3,164,50,24.6,466.6,UPI
BILL001877,2025-11-03,860,55,5,228,0,57.0,1197.0,UPI
BILL001878,2025-01-29,72,34,2,311,0,74.64,696.64,UPI
BILL001879,2025-03-27,418,13,1,275,10,0.0,265.0,Cash
BILL001880,2025-09-06,474,184,3,332,10,49.8,1035.8,Card
BILL001881,2025-08-19,541,240,5,127,10,114.3,739.3,UPI
BILL001882,2025-07-28,628,8,1,305,50,36.6,291.6,Cash
BILL001883,2025-06-08,613,136,3,64,50,9.6,151.6,Card
BILL001884,2025-01-17,908,231,1,397,10,71.46,458.46,UPI
BILL001885,2025-11-11,220,220,5,164,50,41.0,811.0,Cash
BILL001886,2025-03-26,587,62,1,322,0,57.96,379.96,UPI
BILL001887,2025-01-11,786,14,4,326,20,156.48,1440.48,Card
BILL001888,2025-02-28,582,43,2,417,30,41.7,845.7,UPI
BILL001889,2025-07-07,420,125,3,448,50,161.28,1455.28,Card
BILL001890,2025-07-19,84,205,5,126,30,31.5,631.5,Card
BILL001891,2025-03-31,761,138,4,451,50,90.2,1844.2,Card
BILL001892,2025-12-07,466,138,1,451,30,22.55,443.55,UPI
BILL001893,2025-11-13,30,55,4,228,30,45.6,927.6,UPI
BILL001894,2025-02-08,551,192,2,475,10,0.0,940.0,Cash
BILL001895,2025-06-14,230,213,2,109,50,0.0,168.0,Cash
BILL001896,2025-07-26,94,61,3,384,50,138.24,1240.24,Card
BILL001897,2025-12-01,219,71,3,404,30,0.0,1182.0,UPI
BILL001898,2025-02-14,855,151,5,304,20,273.6,1773.6,Cash
BILL001899,2025-12-08,691,110,2,161,10,16.1,328.1,Card
BILL001900,2025-03-16,282,120,5,345,20,310.5,2015.5,Cash
BILL001901,2025-08-07,731,137,2,92,30,33.12,187.12,UPI
BILL001902,2025-04-26,250,29,3,81,0,29.16,272.16,Card
BILL001903,2025-04-13,862,185,4,436,0,0.0,1744.0,Card
BILL001904,2025-03-01,870,27,2,216,0,21.6,453.6,Card
BILL001905,2025-11-08,349,144,5,278,50,0.0,1340.0,Card
BILL001906,2025-12-30,966,214,3,506,30,273.24,1761.24,Card
BILL001907,2025-02-21,96,103,4,378,50,75.6,1537.6,Card
BILL001908,2025-05-22,971,76,4,178,0,128.16,840.16,Card
BILL001909,2025-05-02,339,24,3,237,0,35.55,746.55,UPI
BILL001910,2025-01-22,329,203,2,453,30,163.08,1039.08,UPI
BILL001911,2025-11-29,643,223,3,324,0,174.96,1146.96,Card
BILL001912,2025-01-04,898,9,3,383,50,57.45,1156.45,Card
BILL001913,2025-09-17,568,222,4,428,20,85.6,1777.6,Cash
BILL001914,2025-10-16,513,131,5,153,20,0.0,745.0,UPI
BILL001915,2025-04-11,804,180,3,189,0,0.0,567.0,Cash
BILL001916,2025-11-05,174,222,3,428,10,64.2,1338.2,UPI
BILL001917,2025-07-19,970,222,3,428,20,64.2,1328.2,UPI
BILL001918,2025-04-04,762,181,3,232,50,83.52,729.52,Card
BILL001919,2025-12-22,927,239,5,254,0,0.0,1270.0,Card
BILL001920,2025-11-11,817,20,3,212,10,114.48,740.48,Cash
BILL001921,2025-01-15,897,7,3,63,0,34.02,223.02,Card
BILL001922,2025-03-08,527,36,4,318,0,0.0,1272.0,Card
BILL001923,2025-06-08,880,33,4,395,20,0.0,1560.0,UPI
BILL001924,2025-11-15,569,193,5,526,30,473.4,3073.4,Card
BILL001925,2025-10-21,257,144,5,278,0,0.0,1390.0,Cash
BILL001926,2025-10-22,43,167,3,420,50,0.0,1210.0,Card
BILL001927,2025-11-22,773,146,2,113,10,0.0,216.0,Cash
BILL001928,2025-05-05,486,191,2,358,10,0.0,706.0,Card
BILL001929,2025-11-10,44,133,4,270,10,0.0,1070.0,UPI
BILL001930,2025-10-04,165,95,5,272,10,68.0,1418.0,UPI
BILL001931,2025-07-26,101,130,4,158,30,0.0,602.0,Card
BILL001932,2025-02-28,41,136,4,64,0,12.8,268.8,Card
BILL001933,2025-08-22,337,212,1,285,30,34.2,289.2,UPI
BILL001934,2025-05-09,719,39,1,349,0,17.45,366.45,Cash
BILL001935,2025-12-18,788,70,1,420,0,0.0,420.0,UPI
BILL001936,2025-02-14,364,94,2,188,10,67.68,433.68,Card
BILL001937,2025-11-14,532,51,5,181,50,162.9,1017.9,UPI
BILL001938,2025-05-27,985,156,3,314,10,113.04,1045.04,Card
BILL001939,2025-07-17,241,181,4,232,50,111.36,989.36,UPI
BILL001940,2025-10-23,197,104,3,409,20,147.24,1354.24,UPI
